checking_account,duration_months,credit_history,purpose,credit_amount,savings_account,employment_length,installment_rate,personal_status,other_debtors,residence_years,property,age,other_installment_plans,housing,num_existing_credits,job,num_dependents,telephone,foreign_worker,credit_risk
no_checking_account,12,critical_account,car_new,1747,<100 DM,1_to_4 years,4,female_single,none,2,real_estate,30,none,own,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,27,critical_account,others,1616,<100 DM,4_to_7 years,4,male_married_widowed,none,3,building_society_savings,27,bank,rent,1,skilled_employee,1,none,yes,Good
<0 DM,22,existing_credits_paid_duly,business,2279,<100 DM,1_to_4 years,4,male_single,none,2,real_estate,27,none,own,2,skilled_employee,1,yes_registered,yes,Good
no_checking_account,15,existing_credits_paid_duly,radio_television,4992,<100 DM,1_to_4 years,3,female_divorced_separated_married,none,4,building_society_savings,40,none,own,1,skilled_employee,1,none,yes,Good
0_to_200 DM,11,existing_credits_paid_duly,domestic_appliances,3346,unknown_no_savings,1_to_4 years,1,male_single,none,1,real_estate,34,none,own,1,skilled_employee,1,none,yes,Good
no_checking_account,29,existing_credits_paid_duly,radio_television,850,<100 DM,>7 years,1,male_single,none,3,car_or_other,24,none,own,1,skilled_employee,1,none,yes,Good
no_checking_account,26,all_credits_paid_back,radio_television,4738,unknown_no_savings,>7 years,3,male_single,none,4,unknown_no_property,41,none,own,1,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,19,existing_credits_paid_duly,car_new,2251,<100 DM,1_to_4 years,4,male_single,none,3,unknown_no_property,25,none,own,2,skilled_employee,1,yes_registered,yes,Bad
<0 DM,46,existing_credits_paid_duly,furniture_equipment,2924,100_to_500 DM,4_to_7 years,3,female_divorced_separated_married,none,4,building_society_savings,37,none,for_free,2,skilled_employee,1,yes_registered,yes,Bad
no_checking_account,12,critical_account,radio_television,5047,unknown_no_savings,>7 years,4,male_single,none,1,car_or_other,38,none,own,1,skilled_employee,1,none,yes,Good
0_to_200 DM,10,existing_credits_paid_duly,radio_television,830,<100 DM,<1 year,1,male_married_widowed,none,3,unknown_no_property,45,none,own,3,skilled_employee,1,yes_registered,yes,Good
<0 DM,14,existing_credits_paid_duly,furniture_equipment,1763,unknown_no_savings,<1 year,3,male_single,none,2,real_estate,57,none,rent,1,highly_qualified_employee,1,yes_registered,yes,Bad
<0 DM,19,existing_credits_paid_duly,business,1246,<100 DM,4_to_7 years,2,male_single,none,4,car_or_other,26,none,rent,2,unskilled_resident,1,none,yes,Bad
>200 DM,22,existing_credits_paid_duly,car_new,603,unknown_no_savings,>7 years,3,male_single,none,4,building_society_savings,36,none,own,2,skilled_employee,1,yes_registered,yes,Good
no_checking_account,18,existing_credits_paid_duly,furniture_equipment,2304,100_to_500 DM,>7 years,1,male_married_widowed,none,4,real_estate,34,none,own,1,skilled_employee,1,yes_registered,yes,Good
<0 DM,23,delay_in_past,radio_television,10489,<100 DM,1_to_4 years,4,male_married_widowed,none,1,building_society_savings,40,none,own,2,highly_qualified_employee,1,yes_registered,yes,Bad
0_to_200 DM,11,existing_credits_paid_duly,radio_television,498,<100 DM,<1 year,2,male_single,none,2,real_estate,38,bank,own,1,unskilled_resident,1,none,yes,Bad
<0 DM,38,existing_credits_paid_duly,radio_television,1767,<100 DM,1_to_4 years,4,male_single,none,2,car_or_other,33,none,own,1,skilled_employee,1,none,yes,Good
no_checking_account,19,critical_account,car_used,2830,<100 DM,<1 year,3,male_married_widowed,none,1,real_estate,32,bank,own,2,skilled_employee,1,yes_registered,yes,Bad
<0 DM,33,critical_account,car_new,1970,<100 DM,1_to_4 years,4,male_single,none,2,building_society_savings,27,none,own,2,skilled_employee,1,yes_registered,yes,Bad
no_checking_account,23,delay_in_past,radio_television,1670,<100 DM,>7 years,3,male_single,none,4,real_estate,46,none,for_free,2,highly_qualified_employee,1,none,yes,Good
0_to_200 DM,24,existing_credits_paid_duly,radio_television,728,<100 DM,<1 year,4,male_single,none,2,unknown_no_property,41,none,own,2,skilled_employee,1,none,yes,Good
no_checking_account,25,delay_in_past,car_new,2128,>1000 DM,>7 years,1,female_divorced_separated_married,none,3,building_society_savings,46,none,own,1,skilled_employee,1,yes_registered,yes,Good
<0 DM,24,existing_credits_paid_duly,radio_television,1064,<100 DM,1_to_4 years,4,male_single,none,4,car_or_other,33,none,own,1,unemployed_unskilled_non_resident,1,yes_registered,yes,Bad
0_to_200 DM,26,existing_credits_paid_duly,furniture_equipment,390,<100 DM,4_to_7 years,4,male_married_widowed,none,4,car_or_other,31,bank,own,3,skilled_employee,1,yes_registered,yes,Good
<0 DM,36,no_credits_taken,radio_television,4172,100_to_500 DM,<1 year,2,male_single,guarantor,2,building_society_savings,27,none,own,1,skilled_employee,2,none,yes,Bad
no_checking_account,21,existing_credits_paid_duly,education,3536,<100 DM,1_to_4 years,1,male_single,none,2,real_estate,40,bank,own,2,highly_qualified_employee,1,yes_registered,yes,Good
no_checking_account,27,existing_credits_paid_duly,car_new,1874,<100 DM,<1 year,3,female_divorced_separated_married,none,3,car_or_other,28,bank,own,1,highly_qualified_employee,1,none,yes,Good
<0 DM,19,existing_credits_paid_duly,car_new,2122,<100 DM,>7 years,4,male_single,none,2,real_estate,58,bank,for_free,1,unskilled_resident,1,none,yes,Good
no_checking_account,38,critical_account,radio_television,3835,unknown_no_savings,>7 years,3,male_single,none,4,real_estate,26,none,own,1,skilled_employee,2,none,yes,Good
no_checking_account,14,critical_account,radio_television,2115,unknown_no_savings,1_to_4 years,3,female_divorced_separated_married,none,2,car_or_other,39,none,own,3,skilled_employee,1,yes_registered,yes,Bad
>200 DM,45,critical_account,radio_television,3404,<100 DM,<1 year,2,male_single,none,4,real_estate,54,none,own,1,unskilled_resident,1,yes_registered,yes,Good
0_to_200 DM,19,existing_credits_paid_duly,education,1468,100_to_500 DM,>7 years,1,male_single,none,4,building_society_savings,42,none,own,3,skilled_employee,1,yes_registered,yes,Good
<0 DM,10,critical_account,domestic_appliances,4529,<100 DM,1_to_4 years,4,male_single,none,3,building_society_savings,38,none,own,1,skilled_employee,1,none,yes,Bad
<0 DM,21,existing_credits_paid_duly,business,2263,100_to_500 DM,<1 year,1,male_single,none,2,building_society_savings,28,none,rent,1,skilled_employee,1,none,yes,Good
no_checking_account,14,critical_account,radio_television,2071,100_to_500 DM,1_to_4 years,4,female_single,none,2,car_or_other,25,none,rent,2,skilled_employee,1,none,yes,Good
no_checking_account,29,existing_credits_paid_duly,furniture_equipment,743,100_to_500 DM,>7 years,4,male_single,none,4,car_or_other,44,none,own,2,skilled_employee,1,none,yes,Good
no_checking_account,14,critical_account,furniture_equipment,2210,<100 DM,unemployed,2,female_divorced_separated_married,none,3,car_or_other,53,none,own,2,unskilled_resident,1,yes_registered,yes,Bad
0_to_200 DM,16,existing_credits_paid_duly,car_new,1009,<100 DM,1_to_4 years,4,female_divorced_separated_married,none,2,car_or_other,32,bank,own,1,skilled_employee,1,none,yes,Good
0_to_200 DM,8,critical_account,radio_television,1156,<100 DM,>7 years,1,male_single,none,2,building_society_savings,27,bank,own,1,skilled_employee,1,none,yes,Good
no_checking_account,16,critical_account,car_used,1021,unknown_no_savings,<1 year,4,male_single,none,2,building_society_savings,19,none,own,1,highly_qualified_employee,1,none,yes,Bad
no_checking_account,6,existing_credits_paid_duly,business,857,<100 DM,<1 year,2,male_single,none,4,building_society_savings,28,none,rent,1,skilled_employee,1,none,yes,Good
no_checking_account,9,existing_credits_paid_duly,radio_television,8001,unknown_no_savings,1_to_4 years,4,male_single,none,2,building_society_savings,35,none,own,3,highly_qualified_employee,2,yes_registered,yes,Good
no_checking_account,28,critical_account,radio_television,4591,unknown_no_savings,>7 years,2,female_divorced_separated_married,none,3,unknown_no_property,54,none,own,1,highly_qualified_employee,1,yes_registered,yes,Good
no_checking_account,28,existing_credits_paid_duly,furniture_equipment,6934,<100 DM,1_to_4 years,3,male_single,none,3,car_or_other,43,none,own,1,skilled_employee,1,yes_registered,yes,Good
<0 DM,24,critical_account,car_new,768,100_to_500 DM,>7 years,4,male_single,none,3,real_estate,39,none,own,1,skilled_employee,2,yes_registered,yes,Good
<0 DM,12,existing_credits_paid_duly,car_new,1900,100_to_500 DM,4_to_7 years,2,female_divorced_separated_married,none,4,real_estate,33,none,own,1,highly_qualified_employee,1,none,yes,Bad
no_checking_account,19,existing_credits_paid_duly,furniture_equipment,731,unknown_no_savings,<1 year,4,female_divorced_separated_married,none,4,real_estate,31,none,own,1,skilled_employee,1,none,yes,Good
no_checking_account,20,existing_credits_paid_duly,car_new,1110,unknown_no_savings,>7 years,2,female_divorced_separated_married,none,3,real_estate,52,none,rent,1,highly_qualified_employee,1,yes_registered,yes,Good
<0 DM,11,existing_credits_paid_duly,radio_television,950,100_to_500 DM,1_to_4 years,4,female_divorced_separated_married,co-applicant,1,real_estate,38,none,rent,1,skilled_employee,2,yes_registered,yes,Bad
<0 DM,39,critical_account,education,4305,<100 DM,1_to_4 years,2,male_single,none,2,car_or_other,21,none,for_free,1,skilled_employee,1,none,yes,Bad
no_checking_account,29,existing_credits_paid_duly,retraining,1370,>1000 DM,1_to_4 years,4,female_divorced_separated_married,none,3,unknown_no_property,30,none,own,4,unskilled_resident,1,none,yes,Good
<0 DM,18,existing_credits_paid_duly,radio_television,3819,<100 DM,1_to_4 years,2,male_single,none,3,car_or_other,29,none,own,1,skilled_employee,1,none,yes,Good
<0 DM,20,existing_credits_paid_duly,car_new,2759,>1000 DM,<1 year,3,female_divorced_separated_married,none,4,real_estate,31,none,own,1,highly_qualified_employee,2,none,yes,Good
>200 DM,22,existing_credits_paid_duly,education,9068,unknown_no_savings,unemployed,2,female_single,none,2,building_society_savings,42,none,own,4,skilled_employee,1,none,yes,Good
no_checking_account,8,critical_account,retraining,641,<100 DM,1_to_4 years,4,male_married_widowed,none,4,building_society_savings,35,bank,own,2,unskilled_resident,2,none,no,Bad
no_checking_account,17,critical_account,car_new,4365,100_to_500 DM,>7 years,2,female_divorced_separated_married,none,2,car_or_other,35,none,own,4,skilled_employee,1,yes_registered,yes,Good
<0 DM,14,existing_credits_paid_duly,radio_television,4033,<100 DM,1_to_4 years,4,male_single,guarantor,4,car_or_other,50,stores,own,3,skilled_employee,1,none,yes,Good
no_checking_account,12,critical_account,car_used,914,<100 DM,>7 years,4,female_divorced_separated_married,none,2,unknown_no_property,30,none,own,1,skilled_employee,1,none,yes,Good
<0 DM,17,critical_account,domestic_appliances,3659,<100 DM,1_to_4 years,2,male_single,none,4,building_society_savings,58,none,own,2,skilled_employee,1,yes_registered,yes,Bad
0_to_200 DM,45,existing_credits_paid_duly,others,2287,500_to_1000 DM,1_to_4 years,4,male_divorced_separated,co-applicant,1,car_or_other,30,none,rent,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,26,critical_account,car_new,1541,unknown_no_savings,<1 year,1,male_single,none,2,real_estate,37,none,own,1,unemployed_unskilled_non_resident,2,yes_registered,yes,Good
no_checking_account,15,existing_credits_paid_duly,business,1015,unknown_no_savings,<1 year,3,male_single,guarantor,4,car_or_other,34,none,rent,2,skilled_employee,1,none,yes,Good
no_checking_account,25,existing_credits_paid_duly,radio_television,1092,<100 DM,1_to_4 years,4,female_single,co-applicant,2,real_estate,37,none,own,1,skilled_employee,2,yes_registered,yes,Bad
no_checking_account,37,critical_account,business,7592,unknown_no_savings,>7 years,4,female_divorced_separated_married,none,4,building_society_savings,40,none,own,2,highly_qualified_employee,1,none,yes,Bad
>200 DM,30,existing_credits_paid_duly,furniture_equipment,1808,500_to_1000 DM,>7 years,4,male_married_widowed,none,4,car_or_other,40,bank,own,2,skilled_employee,1,yes_registered,yes,Good
<0 DM,20,critical_account,education,3125,<100 DM,>7 years,2,male_single,none,3,real_estate,30,bank,own,1,skilled_employee,1,none,yes,Bad
0_to_200 DM,15,critical_account,car_new,1039,<100 DM,<1 year,3,female_divorced_separated_married,none,2,real_estate,27,bank,own,2,skilled_employee,1,none,yes,Good
<0 DM,27,all_credits_paid_back,car_used,1047,<100 DM,>7 years,2,male_single,guarantor,3,real_estate,68,none,own,1,skilled_employee,1,yes_registered,yes,Bad
<0 DM,23,critical_account,car_new,3856,unknown_no_savings,1_to_4 years,4,female_divorced_separated_married,none,3,real_estate,32,none,for_free,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,30,existing_credits_paid_duly,business,702,100_to_500 DM,<1 year,3,male_single,none,3,real_estate,43,none,rent,2,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,26,existing_credits_paid_duly,repairs,1352,500_to_1000 DM,>7 years,4,male_single,none,4,real_estate,24,none,for_free,1,skilled_employee,1,none,yes,Good
no_checking_account,32,delay_in_past,education,1851,<100 DM,4_to_7 years,2,male_single,none,2,real_estate,34,none,own,2,skilled_employee,1,none,yes,Good
no_checking_account,15,critical_account,business,1954,500_to_1000 DM,<1 year,2,male_single,none,2,real_estate,35,none,own,1,skilled_employee,2,none,yes,Good
no_checking_account,36,no_credits_taken,car_new,1595,<100 DM,1_to_4 years,3,female_single,none,2,unknown_no_property,41,none,own,1,unskilled_resident,1,yes_registered,yes,Good
0_to_200 DM,21,existing_credits_paid_duly,furniture_equipment,2385,<100 DM,1_to_4 years,1,female_divorced_separated_married,none,1,building_society_savings,19,none,own,2,unskilled_resident,1,yes_registered,yes,Bad
>200 DM,51,delay_in_past,car_new,2936,100_to_500 DM,4_to_7 years,3,female_single,none,2,real_estate,38,none,own,1,highly_qualified_employee,1,yes_registered,yes,Good
0_to_200 DM,14,critical_account,car_new,3023,<100 DM,1_to_4 years,4,female_divorced_separated_married,guarantor,4,car_or_other,27,bank,own,1,skilled_employee,1,none,yes,Bad
<0 DM,43,delay_in_past,car_new,906,unknown_no_savings,>7 years,4,male_single,none,4,unknown_no_property,39,bank,own,1,skilled_employee,1,yes_registered,yes,Bad
no_checking_account,21,existing_credits_paid_duly,furniture_equipment,1481,<100 DM,unemployed,3,male_single,none,2,car_or_other,28,stores,rent,2,skilled_employee,2,none,yes,Good
0_to_200 DM,14,existing_credits_paid_duly,car_used,4172,100_to_500 DM,1_to_4 years,3,female_divorced_separated_married,none,4,building_society_savings,29,none,rent,1,unskilled_resident,1,none,yes,Good
<0 DM,16,existing_credits_paid_duly,car_new,3382,<100 DM,1_to_4 years,1,male_married_widowed,none,3,car_or_other,34,bank,own,2,skilled_employee,1,yes_registered,yes,Good
no_checking_account,17,critical_account,car_new,691,<100 DM,1_to_4 years,4,male_single,none,4,car_or_other,28,none,own,1,unskilled_resident,1,yes_registered,yes,Good
<0 DM,24,existing_credits_paid_duly,car_new,2312,<100 DM,1_to_4 years,1,male_single,co-applicant,4,car_or_other,32,none,own,2,skilled_employee,1,none,yes,Good
no_checking_account,25,existing_credits_paid_duly,business,452,<100 DM,4_to_7 years,4,male_single,none,4,car_or_other,27,bank,rent,3,skilled_employee,2,none,yes,Good
no_checking_account,15,critical_account,radio_television,1868,unknown_no_savings,>7 years,3,male_single,none,1,unknown_no_property,23,none,own,1,highly_qualified_employee,1,yes_registered,yes,Bad
no_checking_account,19,no_credits_taken,business,6825,<100 DM,>7 years,3,male_single,none,2,unknown_no_property,47,none,own,1,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,52,critical_account,furniture_equipment,931,unknown_no_savings,>7 years,4,male_single,none,1,car_or_other,26,bank,own,2,unskilled_resident,2,none,yes,Bad
<0 DM,43,delay_in_past,car_used,1008,unknown_no_savings,>7 years,1,female_divorced_separated_married,none,4,building_society_savings,34,none,own,2,skilled_employee,1,none,yes,Bad
no_checking_account,24,critical_account,domestic_appliances,3086,<100 DM,1_to_4 years,4,male_single,none,2,car_or_other,44,none,own,1,unskilled_resident,1,none,yes,Good
0_to_200 DM,20,existing_credits_paid_duly,car_used,614,<100 DM,>7 years,3,female_single,none,4,car_or_other,31,none,rent,1,unskilled_resident,1,yes_registered,yes,Good
no_checking_account,21,no_credits_taken,car_used,1161,100_to_500 DM,1_to_4 years,2,female_divorced_separated_married,none,2,real_estate,29,none,own,2,unskilled_resident,1,yes_registered,yes,Good
no_checking_account,26,critical_account,car_new,2744,unknown_no_savings,1_to_4 years,3,female_divorced_separated_married,none,4,unknown_no_property,38,none,own,2,skilled_employee,1,yes_registered,yes,Good
no_checking_account,12,critical_account,car_new,1159,unknown_no_savings,1_to_4 years,4,male_single,none,2,real_estate,48,none,own,2,unskilled_resident,1,yes_registered,no,Good
0_to_200 DM,17,critical_account,car_used,1532,<100 DM,1_to_4 years,4,male_single,none,2,building_society_savings,27,none,rent,1,skilled_employee,2,yes_registered,yes,Bad
0_to_200 DM,9,existing_credits_paid_duly,furniture_equipment,3044,>1000 DM,1_to_4 years,1,male_single,none,2,unknown_no_property,35,none,own,4,highly_qualified_employee,1,none,yes,Good
no_checking_account,24,critical_account,radio_television,2428,<100 DM,>7 years,4,female_divorced_separated_married,co-applicant,2,real_estate,23,none,own,1,skilled_employee,1,none,yes,Good
0_to_200 DM,26,critical_account,car_new,2179,unknown_no_savings,1_to_4 years,2,male_single,none,2,building_society_savings,33,none,own,1,unskilled_resident,1,yes_registered,yes,Good
<0 DM,16,delay_in_past,car_new,1425,unknown_no_savings,<1 year,2,female_divorced_separated_married,none,4,real_estate,36,none,rent,1,skilled_employee,1,yes_registered,yes,Bad
>200 DM,40,critical_account,domestic_appliances,2342,<100 DM,1_to_4 years,2,male_single,co-applicant,1,building_society_savings,29,none,rent,1,skilled_employee,2,yes_registered,yes,Bad
no_checking_account,11,critical_account,car_new,1658,<100 DM,unemployed,1,male_single,none,2,real_estate,32,none,rent,1,highly_qualified_employee,2,yes_registered,yes,Bad
no_checking_account,10,existing_credits_paid_duly,furniture_equipment,2491,<100 DM,<1 year,2,male_single,none,4,building_society_savings,25,none,own,1,unskilled_resident,2,yes_registered,yes,Good
>200 DM,22,all_credits_paid_back,education,1276,<100 DM,<1 year,4,male_single,none,1,building_society_savings,37,none,rent,1,skilled_employee,1,none,yes,Bad
<0 DM,32,existing_credits_paid_duly,car_new,1591,>1000 DM,1_to_4 years,2,female_single,none,4,unknown_no_property,47,none,own,2,skilled_employee,1,none,yes,Bad
no_checking_account,42,all_credits_paid_back,car_new,904,<100 DM,1_to_4 years,2,male_single,none,4,unknown_no_property,27,none,rent,1,skilled_employee,1,none,yes,Good
no_checking_account,16,existing_credits_paid_duly,furniture_equipment,1764,<100 DM,>7 years,2,male_married_widowed,none,1,real_estate,31,none,own,1,highly_qualified_employee,1,none,yes,Good
<0 DM,32,existing_credits_paid_duly,car_used,1024,<100 DM,4_to_7 years,4,male_single,none,2,car_or_other,41,none,rent,1,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,19,all_credits_paid_back,radio_television,828,unknown_no_savings,1_to_4 years,4,male_single,none,2,real_estate,49,none,for_free,1,skilled_employee,2,none,yes,Bad
no_checking_account,18,existing_credits_paid_duly,domestic_appliances,2166,100_to_500 DM,1_to_4 years,2,male_divorced_separated,guarantor,4,real_estate,25,none,for_free,1,skilled_employee,1,none,yes,Bad
no_checking_account,29,existing_credits_paid_duly,car_new,2098,<100 DM,1_to_4 years,1,female_divorced_separated_married,none,3,real_estate,35,stores,own,1,skilled_employee,2,yes_registered,yes,Good
no_checking_account,26,critical_account,radio_television,3127,<100 DM,>7 years,2,female_divorced_separated_married,none,4,unknown_no_property,39,none,own,3,skilled_employee,2,none,yes,Good
no_checking_account,9,critical_account,furniture_equipment,1337,unknown_no_savings,unemployed,1,male_single,none,4,unknown_no_property,35,none,rent,2,skilled_employee,2,yes_registered,yes,Bad
0_to_200 DM,39,all_credits_paid_back,car_new,2405,unknown_no_savings,unemployed,2,male_married_widowed,none,1,real_estate,19,stores,for_free,2,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,37,critical_account,radio_television,2658,<100 DM,>7 years,3,male_single,none,4,real_estate,41,none,own,1,skilled_employee,2,yes_registered,yes,Bad
no_checking_account,15,existing_credits_paid_duly,car_used,2468,<100 DM,1_to_4 years,2,male_single,guarantor,4,real_estate,53,none,rent,1,unskilled_resident,1,yes_registered,yes,Good
no_checking_account,24,existing_credits_paid_duly,furniture_equipment,1014,<100 DM,<1 year,3,male_single,none,3,car_or_other,37,bank,own,1,skilled_employee,1,none,yes,Bad
no_checking_account,25,all_credits_paid_back,car_new,2007,<100 DM,1_to_4 years,2,male_single,none,4,car_or_other,28,none,rent,2,skilled_employee,1,none,yes,Good
no_checking_account,22,existing_credits_paid_duly,furniture_equipment,2332,<100 DM,>7 years,4,male_single,none,4,real_estate,32,none,own,1,highly_qualified_employee,1,yes_registered,yes,Good
0_to_200 DM,15,critical_account,car_used,1817,unknown_no_savings,>7 years,4,male_single,none,2,car_or_other,56,none,own,1,skilled_employee,1,yes_registered,yes,Bad
0_to_200 DM,14,critical_account,repairs,419,<100 DM,4_to_7 years,4,male_single,none,2,building_society_savings,45,none,own,1,skilled_employee,1,yes_registered,yes,Bad
no_checking_account,19,all_credits_paid_back,car_new,2023,unknown_no_savings,1_to_4 years,3,female_divorced_separated_married,none,3,unknown_no_property,42,none,own,1,unskilled_resident,1,none,yes,Good
no_checking_account,34,all_credits_paid_back,furniture_equipment,8508,<100 DM,1_to_4 years,3,female_single,none,1,car_or_other,40,none,rent,4,highly_qualified_employee,2,yes_registered,yes,Good
no_checking_account,25,existing_credits_paid_duly,furniture_equipment,1405,500_to_1000 DM,>7 years,3,female_divorced_separated_married,none,4,building_society_savings,31,none,own,2,skilled_employee,1,yes_registered,yes,Good
no_checking_account,17,existing_credits_paid_duly,radio_television,1086,500_to_1000 DM,>7 years,4,female_divorced_separated_married,none,1,car_or_other,34,none,rent,2,skilled_employee,1,yes_registered,yes,Good
no_checking_account,28,existing_credits_paid_duly,radio_television,2348,<100 DM,<1 year,3,male_married_widowed,none,4,car_or_other,35,none,own,1,skilled_employee,1,none,yes,Good
0_to_200 DM,5,existing_credits_paid_duly,radio_television,2249,<100 DM,>7 years,4,male_single,none,3,building_society_savings,41,none,rent,2,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,33,critical_account,radio_television,4166,100_to_500 DM,<1 year,4,male_single,none,1,building_society_savings,53,bank,own,2,skilled_employee,1,yes_registered,yes,Bad
<0 DM,9,critical_account,education,749,<100 DM,<1 year,3,male_single,none,4,unknown_no_property,48,none,own,3,highly_qualified_employee,1,yes_registered,yes,Bad
>200 DM,17,existing_credits_paid_duly,car_used,3016,<100 DM,4_to_7 years,3,male_single,none,4,real_estate,25,none,own,1,unskilled_resident,2,none,yes,Good
<0 DM,12,critical_account,radio_television,2733,<100 DM,1_to_4 years,1,male_single,none,3,real_estate,38,none,own,1,skilled_employee,1,yes_registered,yes,Bad
0_to_200 DM,11,existing_credits_paid_duly,education,1636,unknown_no_savings,>7 years,2,male_single,none,2,building_society_savings,44,none,own,2,highly_qualified_employee,1,none,yes,Good
0_to_200 DM,33,existing_credits_paid_duly,others,2291,<100 DM,<1 year,3,male_single,none,1,car_or_other,42,none,own,1,skilled_employee,1,none,yes,Good
0_to_200 DM,16,existing_credits_paid_duly,retraining,3716,>1000 DM,1_to_4 years,2,male_single,none,2,car_or_other,31,none,own,2,highly_qualified_employee,1,yes_registered,yes,Good
>200 DM,23,delay_in_past,furniture_equipment,3329,<100 DM,>7 years,4,male_single,guarantor,2,unknown_no_property,75,none,own,3,highly_qualified_employee,1,none,yes,Bad
<0 DM,19,critical_account,car_new,812,>1000 DM,>7 years,2,female_single,none,3,car_or_other,26,none,own,1,skilled_employee,1,yes_registered,yes,Good
<0 DM,24,existing_credits_paid_duly,furniture_equipment,3210,<100 DM,<1 year,3,male_divorced_separated,none,4,real_estate,27,none,own,1,skilled_employee,2,yes_registered,yes,Good
no_checking_account,20,existing_credits_paid_duly,radio_television,1727,unknown_no_savings,1_to_4 years,4,male_single,none,3,car_or_other,38,none,own,1,skilled_employee,1,none,yes,Good
0_to_200 DM,11,delay_in_past,furniture_equipment,1902,<100 DM,4_to_7 years,4,male_single,none,4,car_or_other,62,none,rent,2,unskilled_resident,1,yes_registered,yes,Good
<0 DM,31,existing_credits_paid_duly,furniture_equipment,1903,100_to_500 DM,<1 year,3,female_single,none,4,real_estate,29,none,own,2,skilled_employee,1,yes_registered,yes,Bad
0_to_200 DM,16,critical_account,education,1627,100_to_500 DM,>7 years,4,male_divorced_separated,none,3,real_estate,34,none,rent,1,skilled_employee,1,none,yes,Good
no_checking_account,9,existing_credits_paid_duly,furniture_equipment,4163,<100 DM,>7 years,4,male_single,none,4,real_estate,47,none,own,1,skilled_employee,1,yes_registered,yes,Good
<0 DM,16,existing_credits_paid_duly,education,1705,<100 DM,<1 year,3,male_married_widowed,guarantor,3,car_or_other,36,none,own,1,skilled_employee,1,none,yes,Bad
no_checking_account,39,existing_credits_paid_duly,furniture_equipment,825,<100 DM,<1 year,1,female_divorced_separated_married,none,4,unknown_no_property,33,none,own,2,unskilled_resident,1,yes_registered,yes,Bad
<0 DM,29,delay_in_past,car_used,1372,<100 DM,<1 year,3,male_married_widowed,none,2,car_or_other,42,none,own,1,skilled_employee,1,none,yes,Bad
<0 DM,17,all_credits_paid_back,furniture_equipment,2048,unknown_no_savings,>7 years,4,male_divorced_separated,none,1,unknown_no_property,39,none,rent,1,skilled_employee,1,none,yes,Good
0_to_200 DM,17,delay_in_past,radio_television,4274,<100 DM,<1 year,4,male_single,none,4,real_estate,47,none,own,2,highly_qualified_employee,1,none,yes,Good
0_to_200 DM,17,existing_credits_paid_duly,car_new,2757,<100 DM,1_to_4 years,4,female_single,none,3,unknown_no_property,50,none,own,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,51,critical_account,car_new,996,500_to_1000 DM,1_to_4 years,3,male_single,none,4,car_or_other,39,bank,rent,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,23,critical_account,business,10297,<100 DM,4_to_7 years,2,male_single,none,4,building_society_savings,39,none,own,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,24,critical_account,car_new,2176,<100 DM,<1 year,1,male_divorced_separated,none,1,unknown_no_property,38,none,own,1,skilled_employee,1,none,yes,Good
0_to_200 DM,31,existing_credits_paid_duly,radio_television,4415,<100 DM,<1 year,2,female_single,none,3,building_society_savings,41,none,for_free,1,skilled_employee,1,yes_registered,yes,Bad
0_to_200 DM,22,existing_credits_paid_duly,radio_television,1625,unknown_no_savings,>7 years,4,male_single,guarantor,2,unknown_no_property,37,none,rent,4,highly_qualified_employee,1,none,yes,Good
no_checking_account,17,existing_credits_paid_duly,furniture_equipment,2626,unknown_no_savings,>7 years,4,male_divorced_separated,none,4,unknown_no_property,36,none,own,2,skilled_employee,1,none,yes,Bad
<0 DM,18,critical_account,radio_television,3253,unknown_no_savings,>7 years,2,male_single,none,4,car_or_other,49,none,own,2,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,19,existing_credits_paid_duly,car_new,4241,<100 DM,unemployed,3,male_single,none,2,car_or_other,53,none,own,3,unskilled_resident,1,none,yes,Good
<0 DM,19,existing_credits_paid_duly,radio_television,3790,500_to_1000 DM,1_to_4 years,3,female_divorced_separated_married,none,3,real_estate,25,bank,for_free,1,skilled_employee,2,none,yes,Good
<0 DM,27,existing_credits_paid_duly,furniture_equipment,3329,<100 DM,4_to_7 years,3,female_divorced_separated_married,none,4,car_or_other,36,none,rent,1,skilled_employee,1,yes_registered,yes,Bad
no_checking_account,20,existing_credits_paid_duly,radio_television,1450,<100 DM,1_to_4 years,2,female_divorced_separated_married,none,2,building_society_savings,30,bank,own,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,27,delay_in_past,car_new,1211,<100 DM,>7 years,2,male_single,none,4,car_or_other,33,none,own,2,unskilled_resident,2,none,yes,Good
